comision_entrante,iniciativa,estado_actual,id_proyecto,titulo,fecha_radicacion
Comision Tercera de Camara de Representantes,Legislativa,Acumulado,8744,Por medio de la cual se modifican la Ley 71 de 1986 y la Ley 1423 de 2010|| y se dictan otras disposiciones. [Estampilla Pro Universidad de La Guajira],2016-11-23
Comision Sexta de Camara de Representantes,Legislativa,Acumulado,8752,Por medio de la cual se regula el cobro del gasto pre juridico en los creditos educativos del Icetex. [Cobro gasto pre juridico en creditos del Icetex],2016-11-24
Comision Sexta de Camara de Representantes,Legislativa,Retirado por el Autor,8746,Por medio de la cual se estimula la creatividad y se adoptan los lineamientos para el desarrollo de un sistema de bioriginalidad nacional. [Economia creativa],2016-11-29
Comision Septima de Senado,Legislativa,Archivado por Transito de Legislatura,8747,Por la cual se reglamenta el ejercicio de la alergologia clinica|| sus procedimientos y se dictan otras disposiciones. [Alergologia],2016-12-01
Comision Sexta de Senado,Popular,Acumulado,8749,Por medio de la cual se crea el servicio privado de transporte y su intermediacion a traves de plataformas tecnologicas. [Servicio privado de transporte a traves de plataformas tecnologicas|| uber],2016-12-05
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,8748, Por medio de la cual se modifica la Ley 599 de 2000 y se dictan otras disposiciones. [Castracion quimica para violadores y abusadores de menores],2016-12-05
Comision Primera de Camara de Representantes,Legislativa,Retirado por el Autor,8759,Por medio de la cual se modifican algunos del Decreto-ley 1421 de 1993 por el cual se dicta el regimen especial para el Distrito Capital de Bogota. [Regimen especial para Bogota],2016-12-05
Comision Segunda de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8758,Por medio de la cual se desarrolla el articulo 337 de la Constitucion Politica|| con respecto al Desarrollo Economico y Social de los Departamentos fronterizos y se dictan otras disposiciones. [Departamentos fronterizos],2016-12-05
Comision Primera de Senado,Legislativa,Archivado por Vencimiento de Terminos,8751,"Por el cual se modifica el articulo 34 de la Constitucion Politica de Colombia|| para permitir la prision perpetua revisable cuando la victima de los delitos de homicidio|| acceso carnal violento|| secuestro|| explotacion sexual o feminicidio sea menor de 14 annos o menor de 18 annos con discapacidad y se dictan otras disposiciones. ""Ley Yuliana Samboni"". [Cadena perpetua para violadores de menores]",2016-12-06
Comision Primera de Camara de Representantes,Legislativa,Archivado por Vencimiento de Terminos,8757,Por medio del cual se modifica el articulo 34 de la Constitucion Politica|| suprimiendo la prohibicion de la pena de prision perpetua. [Cadena perpetua],2016-12-06
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,8750,Por el cual se establece el procedimiento de fast track judicial en favor de la ninnez y adolescencia. [Fast track judicial para casos que involucren menores],2016-12-06
Comision Segunda de Camara de Representantes,Legislativa,Archivado en Debate,8765,Por medio de la cual se fortalece el sistema de videovigilancia|| a traves de la instalacion y monitoreo de camaras en los ingresos de las instituciones educativas del pais. [Videovigilancia en colegios],2016-12-07
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,8754,Proyecto mediante el cual se optimiza el tramite administrativo y judicial de la accion de restitucion de tierras y se adoptan otras disposiciones. [Restitucion de tierras],2016-12-13
Comision Primera de Camara de Representantes/Comision Primera de Senado,Gubernamental,Sancionado como Ley,8755,Por medio de la cual se dictan disposiciones sobre amnistia|| indulto y tratamientos penales especiales. [Amnistia],2016-12-13
Comision Primera de Senado,Legislativa,Acumulado,8753,Por medio de la cual se modifica el articulo 208 del Codigo Penal - Ley 599 de 2000 y se dictan otras disposiciones para la proteccion de las victimas de delitos sexuales en Colombia en especial de menores de 14 annos. [Proteccion menores victimas de delitos sexuales],2016-12-13
Comision Segunda de Senado,Legislativa,Sancionado como Ley,8756,Por medio de la cual la Nacion se asocia a la exaltacion de la obra artistica de la maestra Cecilia Vargas Munnoz por sus aportes a la cultura colombiana. [Honores a la maestra Cecilia Vargas Munnoz],2016-12-14
Comision Quinta de Senado,Gubernamental,Archivado por Transito de Legislatura,8764,Por el cual se crea la Gerencia Estrategica de la cuenca hidrografica del rio Bogota – GECH y el Fondo Comun de Cofinanciamiento – FOCOF|| para la gestion integral del recurso hidrico en la cuenca hidrografica del rio Bogota y se dictan otras disposiciones. [Gerencia de la cuenca del rio Bogota],2016-12-15
Comision Primera de Camara de Representantes/Comision Primera de Senado,Gubernamental,Sancionado como Ley,8762,Por medio de la cual se adiciona un articulo  transitorio a la Ley 5ª de 1992. [Voceros de las Farc - Ep],2016-12-19
Comision Primera de Camara de Representantes,Gubernamental,Acto Legislativo,8760,Por medio del cual se crea un titulo de disposiciones transitorias de la Constitucion aplicables a los agentes del Estado para la terminacion del conflicto armado y la construccion de una paz estable y duradera y se dictan otras disposiciones. [Jurisdiccion Especial para la Paz|| JEP],2016-12-19
Comision Primera de Senado,Gubernamental,Acto Legislativo,8763,Por medio del cual se adiciona un articulo transitorio a la constitucion con el proposito de dar estabilidad y seguridad juridica al acuerdo final para la terminacion del conflicto y la construccion de una paz estable y duradera. [Seguridad juridica],2016-12-19
NA,Gubernamental,Acumulado,8761,Por medio del cual se crea un titulo de disposiciones transitorias de la Constitucion para la terminacion del conflicto armado y la construccion de una paz estable y duradera y se dictan otras disposiciones. [Sistema Integral de Justicia],2016-12-19
Comision Quinta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8766,Por medio de la cual se establece la regulacion a la produccion|| comercializacion y exportacion de esmeraldas y se dictan otras disposiciones. [Regulacion al comercio de esmeraldas],2016-12-27
Comision Primera de Camara de Representantes,Gubernamental,Acto Legislativo,8767,Por medio del cual se regula parcialmente el componente de reincorporacion politica del acuerdo final para la terminacion del conflicto y la construccion de una paz estable y duradera. [Reincorporacion politica],2017-02-01
Comision Primera de Camara de Representantes/Comision Primera de Senado,Gubernamental,Sancionado como Ley,8768,Por medio de la cual se adopta el Estatuto de la Oposicion Politica y algunos derechos a las agrupaciones politicas independientes. [Estatuto de la Oposicion],2017-02-01
Comision Segunda de Senado,Gubernamental,Archivado por Transito de Legislatura,8769,Por medio de la cual se aprueba el “Acuerdo entre la Republica de Colombia y el Banco Internacional de Reconstruccion y Fomento (BIRF)|| la Asociacion Internacional de Fomento (AIF)|| la Corporacion Financiera Internacional (CFI) y el Organismo Multilateral de Garantia de Inversiones (OMGI) para el establecimiento y operaciones de las oficinas en la Republica de Colombia”|| suscrito en Washington|| D. C.|| el 19 de abril de 2015. [Operaciones con el Banco Mundial],2017-02-06
Comision Tercera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8771,Por medio de la cual se modifica el articulo 17|| numerales 1|| 3 y 5 de la Ley 546 de 1999 en relacion con la eliminacion de la cuota minima para los creditos de vivienda individual y se incluye dentro de la categoria de credito de vivienda|| la adecuacion|| reparacion o modificacion de vivienda propia. [Creditos de vivienda individual],2017-02-21
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,8770,Por medio de la cual se fortalecen los mecanismos de prevencion|| investigacion y sancion de los actos de corrupcion y control de gestion publica. [Anticorrupcion],2017-02-23
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8775,Por medio del cual se establece una inhabilidad para condenados por delitos contra la libertad|| integridad y formacion sexual|| y violencia intrafamiliar|| y se establece el registro de dichas inhabilidades. [Inhabilidades a condenados por delitos contra menores],2017-02-27
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8776,Por medio de la cual se prohibe la creacion de cuentas anonimas y falsas en las redes sociales de internet|| se adiciona un articulo a la Ley 599 de 2000 y se dictan otras disposiciones. [Perfiles falsos en redes como delito],2017-03-01
Comision Segunda de Senado,Legislativa,Aprobado Informe de Objeciones,8773,Por medio de la cual se establece el tiempo minimo y maximo de vinculacion a la Policia Nacional|| de los miembros del nivel ejecutivo vinculados a la Policia Nacional|| para acceder al derecho de asignacion de retiro. [Policias del nivel ejecutivo con derecho a asignacion de retiro],2017-03-01
Comision Septima de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8779,Por medio de la cual se implementa un servicio de guarderias en las grandes y medianas empresas para los hijos menores de los trabajadores y se dictan otras disposiciones. [Guarderias en grandes empresas],2017-03-01
Comision Quinta de Camara de Representantes/Comision Quinta de Senado,Gubernamental,Sancionado como Ley,8772,Por medio de la cual se crea el Sistema Nacional de Innovacion Agropecuaria y se dictan otras disposiciones. [Sistema Nacional de Innovacion Agropecuaria],2017-03-01
Comision Sexta de Camara de Representantes,Legislativa,Retirado por el Autor,8777,Por medio de la cual se crean medidas para regular la publicidad dirigida a ninnas|| ninnos y adolescentes. [Publicidad dirigida a menores de edad],2017-03-01
Comision Quinta de Camara de Representantes/Comision Quinta de Senado,Gubernamental,Archivado por Vencimiento de Terminos,8774,Por la cual se regula el servicio publico de adecuacion de tierras y se dictan otras disposiciones. [Adecuacion de tierras|| ADT],2017-03-06
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8781,Por medio del cual se regula el derecho a la defensa|| el debido proceso y la impugnacion para el primer fallo condenatorio que se dicta en un proceso penal|| y se dictan las modificaciones institucionales necesarias. [Impugnaciones],2017-03-07
Comision Sexta de Senado,Legislativa,Acumulado,8778,Por medio de la cual se establecen equivalencias entre los administradores. [Equivalencias entre los administradores],2017-03-07
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8784,Por medio del cual se desarrollan los articulos 302|| 150|| 301 de la Constitucion Politica para unificar|| armonizar y desarrollar el sistema de competencias|| atribuciones y recursos|| necesarios para la solucion autonoma de los problemas ambientales|| sociales|| economicos y culturales que forman parte de la Planeacion|| Administracion y Ejecucion del Desarrollo Integral en el departamento de Bolivar (Zodes Cartagena) Canal del Dique. [Patrimonio ambiental canal del Dique],2017-03-07
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8782,Por medio de la cual se crea el regimen de inhabilidades por delitos sexuales para ejercer profesiones|| oficios y empleos relacionados con la educacion|| orientacion|| cuidado e instruccion de menores de edad y se dictan otras disposiciones. [Inhabilidades a condenados por delitos contra menores],2017-03-07
